ticker,valor_actual,variacion,volumen
FMS,$23.42,0.27,1624868
FMX,$98.03,1.70,273685
FMY,$11.3501,904,2823
FN,$93.08,1.85,283887
FNA,$18.50,-0.38,765207
FNB,$10.85,0.47,4029436
FNB^E,$22.2501,9.358,9116
FNCB,$5.985,155,4377
FNCH,$0.3875,221,107227
FND,$92.44,-4.88,4863533
FNF,$34.14,0.85,1335254
FNGR,$2.17,-592,205558
FNKO,$11.28,1.93,1571982
FNLC,$23.76,0.37,16282
FNV,$159.01,0.53,476406
FNVT,$10.47,1,1022
FNVTW,$0.044,65,10000
FNWB,$10.68,0.36,6714
FNWD,$29.18,0.00,326
FOA,$1.58,-0.03,95389
FOCS,$51.95,0.07,519588
FOF,$10.80,0.07,37395
FOLD,$12.15,0.30,5664033
FONR,$16.27,0.30,10038
FOR,$19.59,0.01,131062
FORA,$2.68,0.13,1391
FORD,$1.02,0.00,9628
FORG,$19.61,-0.10,655465
FORLU,$10.29,0.04,114
FORM,$27.99,1.43,380720
FORR,$25.44,-4.02,405227
FORTY,$69.10,0.26,540
FOSL,$3.20,0.12,241990
FOSLL,$17.7999,1.799,14177
FOUR,$62.19,3.38,1212151
FOX,$29.39,0.76,764855
FOXA,$31.97,0.81,3059958
FOXF,$97.42,-9.29,801486
FOXO,$0.3775,2,142283
FPAY,$0.7323,-52,9341
FPF,$15.22,0.19,62582
FPH,$2.33,0.07,25438
FPI,$10.57,0.01,408028
FPL,$5.86,0.10,29329
FR,$54.36,0.91,719297
FRA,$11.82,0.06,155074
FRAF,$25.12,0.76,4168
FRBA,$9.06,0.42,90094
FRBK,$0.70,0.00,2245351
FRBN,$10.54,0.00,4
FRBNU,$11.12,0.54,600
FRBNW,$0.1401,1,19696
FRD,$10.90,0.73,24045
FREE,$2.39,0.11,365148
FREEW,$0.0735,5,3767
FREQ,$0.3973,-55,76748
FREY,$7.07,0.34,1334962
FRG,$29.41,0.92,286826
FRGAP,$21.701,351,7509
FRGE,$1.39,0.09,339706
FRGI,$7.46,0.16,15621
FRGT,$1.75,0.01,89631
FRHC,$79.12,01.07,259178
FRLA,$10.72,0.00,3614
FRLAU,$10.76,0.01,800
FRLAW,$0.07,0.00,39
FRLN,$0.28,5,96497
FRME,$26.32,0.07,514704
FRMEP,$22.8682,-4.818,776
FRO,$15.10,0.36,2254299
FROG,$20.99,0.57,1428995
FRPH,$56.95,0.30,7453
FRPT,$69.54,0.74,940673
FRSH,$13.13,0.55,2208008
FRST,$7.35,0.15,47284
FRSX,$1.98,-282,22514
FRT,$96.34,-0.09,647353
FRT^C,$20.97,0.19,2140
FRTX,$0.5519,17,25262
FRXB,$10.10,0.00,5
FRZA,$1.25,642,71741
FSBC,$19.33,-0.05,32875
FSBW,$29.47,0.60,20312
FSCO,$4.34,0.06,323884
FSD,$11.21,0.17,53825
FSEA,$8.50,0.20,5345
FSFG,$12.91,0.08,1024
FSI,$2.86,0.00,5562
FSK,$19.12,1.44,1688894
FSLR,$178.60,07.01,1651961
FSLY,$11.78,-0.07,4264679
FSM,$3.93,0.01,2941423
FSNB,$10.32,0.00,64
FSP,$1.26,0.13,3249281
FSR,$6.22,0.40,9701693
FSRXU,$10.00,-0.74,160
FSRXW,$0.02,0.00,1263
FSS,$52.74,0.93,270272
FSTR,$10.96,-0.13,4357
FSV,$146.49,1.22,88434
FT,$6.81,25,53208
FTAI,$27.65,0.64,867474
FTAIM,$23.8699,7.699,9684
FTAIN,$22.34,565,1754
FTAIO,$21.29,-0.21,8841
FTAIP,$22.67,0.46,3973
FTCH,$4.14,0.18,10424966
FTCI,$2.61,0.09,503358
FTDR,$29.78,-0.26,1346341
FTEK,$1.30,0.04,68808
FTF,$6.33,0.09,214924
FTFT,$1.31,-0.01,41913
FTHM,$4.40,0.21,11606
FTHY,$13.91,1.174,34819
FTI,$14.25,0.94,8575934
FTII,$10.51,0.00,1203
FTIIU,$10.53,0.03,100
FTIIW,$0.0301,1,49602
FTK,$0.63,22,60298
FTNT,$64.59,3.41,9353080
FTS,$45.45,0.62,564973
FTV,$64.72,0.98,2427689
FUBO,$1.47,0.35,58542707
FUL,$66.18,1.45,256799
FULC,$2.835,95,508435
FULT,$10.47,0.31,1966553
FULTP,$15.13,0.54,16865
FUN,$40.79,0.50,248090
FUNC,$13.27,0.21,17781
FUND,$7.91,0.07,19845
FURY,$0.5397,-22,106373
FUSB,$7.36,0.57,6618
FUSN,$4.20,0.12,43617
FUTU,$42.41,0.05,1073737
FUV,$1.54,0.06,17399
FVCB,$8.80,-0.05,40000
FVRR,$26.76,0.37,919317
FWAC,$10.2705,5,15791
FWBI,$2.78,-0.01,13970
FWONA,$65.72,2.44,155251
FWONK,$73.47,2.94,1243981
FWRD,$97.27,-0.02,123212
FWRG,$16.91,0.05,143791
FXCO,$10.72,0.02,5906
FXCOR,$0.1051,0.00,1
FXLV,$0.7722,-57,185769
FXNC,$14.24,0.27,6839
FYBR,$19.68,-1.80,7671340
FZT,$10.27,-0.01,6555
G,$39.86,-0.82,2009573
GAB,$5.54,0.05,378660
GAB^G,$22.7699,0.00,20
GAB^H,$22.7344,144,3233
GAB^K,$22.84,-0.05,4332
GABC,$27.66,0.41,92505
GAIA,$3.04,0.04,27727
GAIN,$13.55,0.41,113083
GAINN,$23.5887,-272,1899
GAINZ,$21.80,-5.999,589
GALT,$1.72,0.07,30548
GAM,$39.41,0.49,6339
GAM^B,$25.77,-1.199,5135
GAMB,$9.855,435,56368
GAMC,$10.215,15,102
GAMCU,$9.71,0.03,100
GAMCW,$0.0501,0.00,66
GAME,$4.13,-0.02,26540
GAN,$1.51,0.02,245930
GANX,$5.50,0.35,116528
GAQ,$10.40,0.00,964
GASS,$2.71,0.03,27623
GATE,$10.1399,399,57623
GATEU,$10.1201,0.01,2600
GATEW,$0.0375,-116,600
GATO,$6.32,-0.06,417559
GATX,$114.00,2.91,102746
GAU,$0.7272,372,943999
GB,$5.39,0.14,6094
GBAB,$16.96,-0.01,74996
GBBK,$10.3473,73,195
GBBKR,$0.101,1,10987
GBCI,$29.13,0.63,1317184
GBDC,$13.26,0.20,576892
GBIO,$4.68,0.04,76481
GBLI,$28.0642,642,711
GBNH,$0.5939,-78,21823
GBNY,$9.25,0.00,2485
GBR,$1.07,0.00,15432
GBRG,$8.42,0.02,32606
GBRGR,$0.43,-0.03,11152
GBRGU,$8.85,-0.55,2646
GBRGW,$0.075,0.00,700
GBTG,$5.75,-0.16,66659
GBX,$26.90,1.22,274543
GCBC,$18.50,0.32,13043
GCI,$2.01,0.36,1856642
GCMG,$7.84,0.29,253929
GCMGW,$0.4949,-252,11760
GCO,$31.96,1.26,114214
GCT,$5.05,-0.21,145864
GCTK,$0.50,-1.301,881943
GCV,$4.41,0.05,10962
GD,$211.92,03.07,1050369
GDC,$5.80,-1.08,1403699
GDDY,$69.65,-2.64,2785117
GDEN,$40.31,1.37,122866
GDEV,$7.41,-0.59,11832
GDEVW,$0.19,-11,2405
GDHG,$3.83,-1.201,22879
GDL,$7.88,0.07,14869
GDL^C,$49.60,-3,2125
GDNR,$10.61,0.07,1620
GDO,$12.78,0.17,25735
GDOT,$18.80,2.21,525579
GDRX,$4.60,0.22,1118496
GDS,$14.74,0.63,736216
GDST,$10.38,0.00,10
GDTC,$3.78,1.024,15621
GDV,$20.54,0.26,175025
GDV^H,$24.42,0.11,1509
GDV^K,$20.35,2.499,7187
GDYN,$9.035,-2.265,2407545
GE,$100.24,0.92,5029035
GECC,$8.20,0.12,14812
GECCM,$24.49,-0.05,1812
GECCN,$24.85,0.22,3659
GECCO,$23.85,0.00,46
GEF,$63.23,1.55,129195
GEG,$2.02,0.10,6000
GEGGL,$19.0001,-2.499,2391
GEHC,$78.99,0.73,1077447
GEHI,$14.60,0.91,251
GEL,$10.02,0.02,431655
GEN,$17.15,0.70,4103557
GENC,$14.23,0.73,15415
GENE,$0.9303,-7,79942
GENI,$4.02,0.22,716979
GENQ,$10.64,0.00,161
GEO,$7.59,0.35,2415517
GEOS,$7.49,0.22,30257
GER,$12.84,0.23,30697
GERN,$2.76,0.06,3972877
GES,$18.23,0.51,535429
GETR,$0.39,-85,509128
GETY,$5.93,0.03,282254
GEVO,$1.21,0.07,5521450
GF,$9.04,121,8968
GFAI,$7.22,0.52,3102971
GFAIW,$0.2701,-499,15854
GFF,$32.10,1.55,950183
GFGD,$10.29,-0.01,102
GFGDU,$10.30,-0.09,100
GFI,$16.44,-0.96,8967951
GFL,$35.58,0.10,1027292
GFOR,$10.18,-5,599
GFS,$59.41,1.19,1541947
GFX,$10.13,0.00,6770
GGAA,$10.72,0.07,29551
GGAAU,$10.96,0.00,1
GGAAW,$0.03,-19,200
GGAL,$11.66,0.73,644366
GGB,$4.97,0.27,12546271
GGE,$2.52,-0.02,927
GGG,$78.64,0.35,864107
GGN,$3.78,0.01,522868
GGN^B,$22.60,0.15,412
GGR,$3.40,0.06,78642
GGROW,$0.408,8,2405
GGT,$5.60,0.03,33870
GGT^E,$23.45,0.05,482
GGT^G,$23.5893,1.693,170
GGZ,$11.53,0.15,14648
GH,$23.65,0.74,2257136
GHC,$582.96,21.89,15237
GHG,$4.35,-0.06,6739
GHI,$16.45,0.11,22746
GHIX,$10.13,-5,1626
GHIXU,$10.21,0.03,1075
GHIXW,$0.2142,152,5581
GHL,$6.68,-0.11,68810
GHLD,$9.91,0.34,7171
GHM,$12.42,0.18,15896
GHRS,$9.05,0.36,25819
GHSI,$6.05,0.16,7153
GHY,$11.02,0.13,176323
GIA,$10.72,0.13,600
GIB,$100.44,1.16,116755
GIC,$23.34,0.49,61114
GIFI,$3.45,-0.02,14455
GIGM,$1.50,-25,15292
GIII,$15.69,0.94,351302
GIL,$29.50,0.26,676900
GILD,$79.75,1.23,4613665
GILT,$5.21,0.05,87339
GIM,$4.27,0.02,122523
GIPR,$4.17,-0.02,10845
GIPRW,$0.40,-1,2122
GIS,$89.81,0.41,2541503
GJH,$7.40,-3.501,6505
GJP,$23.90,-0.88,400
GJR,$24.90,775,1834
GJS,$21.57,0.27,737
GJT,$21.2758,0.00,44
GKOS,$54.49,3.92,967316
GL,$108.29,2.44,618311
GL^D,$18.31,0.21,5990
GLAD,$9.42,0.05,125923
GLBE,$30.93,1.74,1039221
GLBS,$0.97,-2,28244
GLBZ,$8.20,0.39,305
GLDD,$5.75,0.20,357869
GLDG,$1.06,-0.04,381989
GLG,$0.738,-9,121919
GLLI,$10.47,0.00,339
GLLIR,$0.0989,235,8958
GLLIU,$10.4401,-299,400
GLLIW,$0.03,0.00,75
GLMD,$0.4082,1.084,7624724
GLNG,$21.19,0.22,1078190
GLO,$4.77,0.12,212632
GLOB,$142.00,-8.90,952397
GLOG^A,$23.00,0.00,3859
GLOP,$8.47,0.01,294444
GLOP^A,$21.00,0.00,3756
GLOP^B,$22.15,-5,6605
GLOP^C,$20.7561,561,2402
GLP,$30.50,1.70,144263
GLP^A,$26.20,0.10,5668
GLP^B,$25.3142,1.311,7350
GLPG,$42.89,2.39,896541
GLPI,$51.05,0.50,529086
GLQ,$5.94,0.15,70057
GLRE,$10.14,-0.02,95354
GLSI,$11.27,-0.39,20508
GLST,$10.38,0.00,1
GLSTW,$0.0275,0.00,352
GLT,$3.45,-0.20,556005
GLTA,$10.46,0.00,5654
GLTO,$2.1446,46,57873
GLU,$14.08,0.12,10836
GLU^A,$49.25,0.24,1108
GLU^B,$49.95,0.00,102
GLUE,$5.18,0.21,87800
GLV,$5.66,0.11,26300
GLW,$31.48,0.11,4008687
GLYC,$1.53,0.07,238611
GM,$33.26,1.57,17183378
GMAB,$40.37,0.13,375829
GMBL,$2.15,0.25,270861
GMBLP,$4.50,-0.19,532
GMBLW,$0.031,-14,200
GMBLZ,$0.024,133,100
GMDA,$1.65,0.06,3740591
GME,$20.42,01.07,4353651
GMED,$58.45,1.86,3929153
GMFI,$10.475,0.00,14
GMFIU,$10.49,0.02,408
GMFIW,$0.0306,-194,200
GMGI,$2.25,0.02,14464
GMRE,$8.96,0.17,593389
GMRE^A,$25.21,1.499,2708
GMS,$57.66,1.76,136885
GMVD,$0.3709,-91,347981
GMVDW,$1.75,0.00,120
GNE,$15.34,0.82,91776
GNE^A,$9.35,-0.09,1275
GNFT,$4.4757,3.757,2529
GNK,$13.90,0.80,1185515
GNL,$11.34,0.20,635435
GNL^A,$20.50,0.08,11360
GNL^B,$20.33,0.33,6028
GNLN,$0.305,5,261648
GNLX,$25.48,0.78,24468
GNPX,$0.8067,175,160072
GNRC,$114.18,5.15,1051234
GNS,$1.12,0.11,3205636
GNSS,$2.95,-1.405,24554
GNT,$5.19,-0.02,23917
GNT^A,$23.685,35,100
GNTA,$5.55,-0.45,4527
GNTX,$28.11,0.89,1528020
GNTY,$23.20,0.28,30041
GNUS,$2.60,0.03,127900
GNW,$4.98,0.25,5147392
GO,$29.65,0.33,1029175
GOCO,$9.74,0.17,20503
GODNU,$10.17,0.01,74929
GOEV,$0.7074,-97,11008567
GOEVW,$0.1015,33,28431
GOF,$16.22,0.03,357747
GOGL,$8.54,0.27,968719
GOGN,$10.685,45,254
GOGO,$12.65,0.14,659657
GOL,$2.79,0.10,852765
GOLD,$20.20,-0.23,15043476
GOLF,$53.25,0.09,397963
GOOD,$11.59,-0.09,277026
GOODN,$16.75,0.20,9394
GOODO,$15.2018,218,4334
GOOG,$106.215,1.005,20705196
GOOGL,$105.57,0.88,26624780
GOOS,$20.32,1.15,1322588
GORO,$0.95,-0.02,167192
GOSS,$1.36,0.04,925870
GOTU,$3.01,0.07,2132910
GOVX,$0.6266,-234,222610
GOVXW,$0.1898,152,12303
GP,$2.68,0.07,36119
GPAC,$10.48,0.00,2
GPACW,$0.0361,0.00,6
GPC,$173.73,2.42,821542
GPCR,$23.65,-115,36536
GPI,$220.29,4.42,93392
GPJA,$24.33,0.11,8016
GPK,$25.70,0.50,2050668
GPMT,$4.13,0.10,598837
GPMT^A,$16.30,-0.10,12132
GPN,$104.78,3.30,1670034
GPOR,$90.53,3.97,152009
GPP,$12.79,-0.37,156377
GPRE,$31.83,-1.53,1875947
GPRK,$10.17,0.65,150289
GPRO,$4.35,0.19,1253436
GPS,$8.67,0.39,9891144
GRAB,$3.02,0.04,10094733
GRABW,$0.52,0.06,1300
GRBK,$48.08,2.32,771958
GRBK^A,$19.13,0.35,22137
GRC,$25.52,0.66,58057
GRCL,$2.07,0.09,48458
GRCY,$11.49,-0.11,20314
GRCYW,$0.05,9,18176
GREE,$0.4544,133,675732
GREEL,$5.35,0.05,6858
GRF,$8.202,-88,5834
GRFS,$7.44,0.26,754489
GRFX,$1.23,0.04,8802
GRI,$7.00,-0.03,18768
GRIL,$1.36,0.01,195949
GRIN,$10.57,0.29,27330
GRMN,$103.78,2.20,888477
GRNA,$0.2363,1,518590
GRNAW,$0.0302,-48,1321
GRND,$6.28,0.00,39650
GRNQ,$1.94,0.03,35576
GRNT,$5.95,0.61,24353
GROM,$0.4579,58,259999
GROMW,$1.32,0.00,102
GROV,$0.49,351,275622
GROW,$2.80,775,20563
GROY,$2.33,0.01,442999
GRPH,$3.38,0.12,131395
GRPN,$3.46,0.14,485431
GRRR,$1.77,0.07,236676
GRRRW,$0.175,-49,2600
GRTS,$2.52,0.10,522888
GRTX,$3.25,0.19,714985
GRVY,$57.66,0.68,21289
GRWG,$3.62,0.31,1497728
GRX,$10.13,0.03,19183
GS,$327.02,5.76,2411235
GS^A,$19.74,0.38,40314
GS^C,$20.42,0.40,4806
GS^D,$19.84,0.32,75672
GS^J,$24.95,0.07,161892
GS^K,$24.37,0.21,102224
GSAT,$0.9985,611,7894926
GSBC,$50.68,2.74,45819
GSBD,$13.01,-0.30,1134569
GSD,$10.62,0.03,12589
GSDWW,$0.0575,-224,19131
GSHD,$60.06,02.06,207868
GSIT,$1.63,0.05,61468
GSK,$36.98,0.27,2510991
GSL,$17.81,0.48,711647
GSL^B,$25.15,1.523,11295
GSM,$4.22,0.16,748496
GSMG,$0.615,0.01,309815
GSMGW,$0.011,0.00,200150
GSQB,$10.40,0.01,42994
GSRM,$10.37,15,1025436
GSRMR,$1.20,-0.04,16800
GSRMW,$0.072,92,5650
GSUN,$1.28,-0.01,270580
GT,$11.43,0.90,8229548
GTAC,$10.42,0.00,1
GTACW,$0.0479,79,280
GTBP,$0.2999,34,165312
GTE,$6.23,186,720280
GTEC,$1.20,-0.16,1682410
GTES,$14.09,0.33,643558
GTH,$0.9432,-28,16435
GTHX,$3.08,-0.06,812395
GTIM,$2.63,0.02,3493
GTLB,$27.71,0.94,2691759
GTLS,$126.53,7.78,548452
GTLS^B,$53.025,1.815,2150
GTN,$7.01,0.31,2537455
GTX,$7.97,0.19,155164
GTXAP,$8.80,0.23,12748
GTY,$34.50,0.68,293095
GUG,$13.815,65,76949
GURE,$2.90,-0.11,54491
GUT,$6.8889,289,164465
GUT^C,$24.4555,-545,830
GVA,$35.83,0.70,303185
GVCI,$10.61,0.04,248756
GVCIW,$0.0016,-8,100
GVP,$0.6261,166,72272
GWAV,$0.797,-329,88365
GWH,$1.09,0.00,452704
GWRE,$76.90,0.99,556505
GWRS,$10.95,0.04,28298
GWW,$675.51,08.01,236715
GXO,$52.50,01.02,779537
GYRO,$9.5393,0.00,103
H,$116.30,0.15,979086
HA,$8.13,0.40,1151100
HAE,$82.25,1.41,198350
HAFC,$14.50,0.69,260856
HAIA,$10.64,1.394,53858
HAIAU,$10.54,0.00,4
HAIAW,$0.0433,-218,6326
HAIN,$17.61,0.66,613519
HAL,$29.88,0.86,8593579
HALL,$4.81,-1.44,60690
HALO,$31.00,0.13,1073929
HARP,$0.675,0.06,196239
HAS,$60.38,0.47,1823773
HASI,$26.18,1.27,774990
HAYN,$46.24,02.09,59981
HAYW,$12.39,0.51,2194531
HBAN,$9.85,0.41,28412792
HBANL,$22.76,1.51,93678
HBANM,$19.15,2.40,37324
HBANP,$15.39,1.22,115812
HBB,$9.98,-0.01,20574
HBCP,$30.00,1.68,19718
HBI,$4.42,0.06,8495089
HBIO,$6.16,0.02,173230
HBM,$5.19,0.34,1945373
HBNC,$8.60,0.37,599311
HBT,$17.27,-0.08,79311
HCA,$278.06,0.43,1247857
HCAT,$12.15,0.02,317029
HCC,$38.75,03.05,1043480
HCCI,$33.63,0.56,78354
HCDI,$5.37,-1.99,240036
HCDIP,$4.10,0.10,23030
HCDIW,$0.038,0.00,100
HCDIZ,$0.033,0.00,202
HCI,$49.72,1.58,46081
HCKT,$18.71,0.26,130960
HCM,$15.93,0.63,147361
HCMA,$10.50,0.00,1
HCNE,$10.20,-0.01,4184
HCNEU,$10.23,-0.01,800
HCNEW,$0.1323,248,3264
HCP,$29.10,0.47,904826
HCSG,$15.11,0.08,601937
HCTI,$0.2432,-68,50472
HCVI,$10.15,0.00,2
HCVIW,$0.12,0.00,12
HCWB,$1.48,0.10,735
HCXY,$23.20,0.38,5935
HD,$289.62,3.87,3806246
HDB,$67.02,-1.50,3550478
HDSN,$8.15,0.48,596603
HE,$38.99,0.43,262272
HEAR,$12.98,1.80,1028671
HEES,$33.60,0.98,297266
HEI,$170.09,2.48,164592
HEI/A,$135.47,1.67,90831
HELE,$99.08,2.51,515604
HEP,$16.39,0.36,225290
HEPA,$0.6508,-44,83398
HEPS,$0.9878,799,191148
HEQ,$11.09,0.06,14033
HES,$136.30,5.36,1487336
HESM,$28.94,0.52,383986
HEXO,$1.50,0.19,582675
HFBL,$16.5945,-4.055,2168
HFFG,$3.56,0.05,38464
HFRO,$8.21,0.05,121337
HFRO^A,$20.10,0.20,11888
HFWA,$15.99,0.28,418030
HGBL,$2.82,0.02,23865
HGEN,$0.1575,28,1539663
HGLB,$8.42,0.17,49932
HGTY,$9.60,-0.28,71563
HGV,$41.50,0.66,775043
HHC,$76.64,2.20,218170
HHGC,$10.455,0.00,50
HHGCU,$10.88,0.03,1750
HHGCW,$0.016,-338,2807
HHLA,$10.40,0.00,195322
HHRS,$7.96,0.25,15575
HHRSW,$1.03,-0.01,37019
HHS,$6.07,-0.36,117370
HI,$46.98,1.52,195719
HIBB,$53.95,2.11,189598
HIE,$10.03,0.28,12532
HIFS,$185.09,8.985,7212
HIG,$69.73,1.51,1455267
HIG^G,$24.48,0.34,17820
HIHO,$1.97,0.02,4908
HII,$197.51,4.78,444178
HILS,$0.4254,54,410858
HIMS,$12.04,0.31,3613369
HIMX,$6.78,0.20,758659
HIO,$3.80,0.03,115629
HIPO,$18.43,1.25,45747
HITI,$1.34,0.00,90766
HIVE,$3.19,0.16,766754
HIW,$22.25,0.37,1022292
HIX,$4.74,75,226831
HKD,$6.60,0.09,1131387
HKIT,$6.1836,136,10830
HL,$6.12,0.03,6835717
HL^B,$55.50,0.25,860
HLF,$14.07,0.47,1459272
HLGN,$0.2855,205,859056
HLI,$87.31,0.96,408900
HLIO,$61.93,1.14,188762
HLIT,$13.47,-0.04,952659
HLLY,$2.32,0.14,402184
HLMN,$8.13,0.12,674708
HLN,$8.79,0.16,2225108
HLNE,$67.30,0.80,206252
HLP,$2.44,-0.19,186555
HLT,$144.61,1.99,1130137
HLTH,$0.771,93,385338
HLVX,$14.10,-0.38,50846
HLX,$7.01,0.14,1507987
HMA,$10.46,-167,797054
HMAC,$10.38,0.00,77
HMACR,$0.1771,-229,14677
HMC,$26.75,0.72,869627
HMN,$33.15,0.76,183556
HMNF,$18.25,0.05,2183
HMPT,$1.76,0.08,12827
HMST,$6.34,0.39,726350
HMY,$5.21,0.03,8590147
HNI,$25.22,0.32,224885
HNNA,$7.46,-72,2790
HNNAZ,$23.50,1.486,100
HNRA,$10.53,-0.02,5125
HNRG,$7.67,0.17,186545
HNST,$1.60,0.11,464995
HNVR,$18.07,0.15,179
HNW,$9.98,0.02,29779
HOFT,$15.10,0.32,44534
HOFV,$7.12,-0.15,35486
HOFVW,$0.0597,48,500
HOG,$35.44,1.20,1785534
HOLI,$15.84,0.22,43163
HOLO,$1.78,-0.03,483002
HOLOW,$0.1199,193,275
HOLX,$83.74,1.29,855631
HOMB,$20.96,0.21,2081624
HON,$198.42,2.20,2088085
HONE,$8.29,0.16,383003
HOOD,$8.85,0.37,5314712
HOOK,$1.67,0.31,2642947
HOPE,$8.05,0.45,2449187
HOTH,$1.68,-0.02,73357
HOUR,$1.92,-0.12,245029
HOUS,$5.15,0.30,3695285
HOV,$74.84,2.33,38289
HOVNP,$17.3658,158,711
HOWL,$2.98,0.38,20806
HP,$32.24,0.93,1273210
HPCO,$0.545,15,113187
HPE,$14.11,0.31,7425230
HPF,$15.48,0.16,16826
HPI,$15.02,0.20,48299
HPK,$16.14,945,314859
HPKEW,$11.64,-0.16,923
HPLT,$10.11,15,203
HPLTW,$0.1494,-168,15400
HPP,$5.22,0.35,4036279
HPP^C,$8.26,0.23,145246
HPQ,$30.13,0.73,4591642
HPS,$13.93,0.31,35155
HQH,$17.54,0.19,81696
HQI,$20.58,0.87,8420
HQL,$14.00,0.21,47303
HQY,$54.75,3.69,703275
HR,$20.13,0.11,2709441
HRB,$32.43,0.31,2102796
HRI,$100.50,6.17,446104
HRL,$41.20,0.29,1787299
HRMY,$35.86,0.31,528995
HROW,$27.10,1.37,371832
HROWL,$24.0499,3.999,2953
HROWM,$24.12,0.01,9268
HRT,$9.80,0.16,299813
HRTG,$3.76,0.48,209420
HRTX,$2.47,0.10,1293251
HRZN,$11.62,0.13,123760
HSAI,$9.52,-0.14,402114
HSBC,$38.20,1.16,2833541
HSC,$9.15,0.78,1853594
HSCS,$0.8799,499,31881
HSCSW,$0.19,-207,600
HSDT,$0.1574,129,215226
HSHP,$5.81,0.36,24053
HSIC,$79.75,0.62,551680
HSII,$25.06,1.15,103305
HSKA,$116.80,-0.11,157949
HSON,$22.68,805,3292
HSPO,$10.27,0.00,5000
HSPOW,$0.035,-15,1000
HST,$17.76,0.45,8677510
HSTM,$23.77,-0.16,71111
HSTO,$0.808,0.00,68055
HSY,$275.33,0.69,727944
HT,$6.26,0.08,389767
HT^C,$19.7244,2.244,608
HT^D,$19.21,0.21,3834
HT^E,$19.73,15,1876
HTBI,$19.60,0.41,38708
HTBK,$7.22,0.38,630321
HTCR,$0.99,-0.01,14780
HTD,$20.76,0.09,46261
HTFB,$23.85,-0.05,100
HTFC,$23.59,-99,1100
HTGC,$13.10,0.56,1572153
HTGM,$2.40,-0.10,74157
HTH,$31.56,1.65,382560
HTHT,$45.06,-0.14,1051301
HTIA,$19.43,0.24,146
HTIBP,$18.23,1.335,2816
HTLD,$15.00,0.03,301240
HTLF,$29.12,01.04,228628
HTLFP,$20.10,485,12205
HTOO,$3.12,0.17,37838
HTOOW,$0.2698,-1,185
HTY,$4.74,0.03,16785
HTZ,$16.37,0.42,1943058
HTZWW,$9.20,0.20,85980
HUBB,$272.09,2.58,321609
HUBC,$0.6102,-288,1340906
HUBCW,$0.0524,-44,8699
HUBCZ,$0.2436,37,5924
HUBG,$74.04,1.50,239321
HUBS,$444.21,-4.64,737760
HUDAR,$0.20,0.01,501
HUDI,$4.92,0.37,1324099
HUGE,$1.31,0.02,73803
HUIZ,$1.18,-0.16,189969
HUM,$535.02,6.52,549914
HUMA,$4.61,0.21,253319
HUMAW,$0.9798,798,19584
HUN,$26.64,0.18,2585538
HURC,$21.79,0.29,20875
HURN,$73.26,1.87,201531
HUSA,$2.13,0.00,138854
HUT,$1.88,0.13,9665574
HUYA,$3.17,-0.01,646029
HVBC,$31.15,0.20,2683
HVT,$26.23,0.57,151093
HVT/A,$26.14,0.00,128
HWBK,$18.50,-0.64,20000
HWC,$35.04,2.49,959922
HWCPZ,$22.5099,-4.076,28018
HWEL,$10.18,-0.01,300
HWELU,$10.27,399,600
HWELW,$0.1501,0.00,25
HWKN,$40.73,01.02,45304
HWKZ,$10.20,0.00,194770
HWM,$44.00,0.73,3155361
HWM^,$61.4999,-602,1054
HXL,$72.27,0.94,464465
HY,$53.61,3.38,91132
HYB,$6.64,0.08,58515
HYFM,$1.36,0.10,351739
HYI,$11.60,0.10,23716
HYLN,$1.68,0.09,1481097
HYMC,$0.4062,62,2744242
HYMCL,$0.0423,0.00,11
HYMCW,$0.0388,4,36620
HYPR,$1.46,0.02,42809
HYT,$8.56,0.03,1109478
HYW,$6.18,-0.03,12741
HYZN,$0.8215,174,532113
HYZNW,$0.083,0.00,1052
HZNP,$112.38,02.09,2707598
HZO,$28.88,0.94,358924
IAC,$53.10,0.68,626144
IAE,$6.13,0.06,22888
IAF,$4.43,0.11,23958
IAG,$3.24,0.03,3963439
IART,$50.74,0.54,571180
IAS,$16.60,0.69,1515621
IAUX,$2.58,-0.05,1547766
IBCP,$16.32,0.65,105295
IBEX,$18.98,-0.29,59517
IBIO,$1.09,0.03,107487
IBKR,$76.55,5.14,1559908
IBM,$123.65,01.08,4970821
IBN,$22.95,0.50,7445417
IBOC,$41.98,1.65,445684
IBP,$117.16,05.08,312596
IBRX,$5.54,1.67,20185962
IBTX,$31.49,1.21,643221
ICAD,$1.43,-0.01,41700
ICCC,$4.90,-0.04,10468
ICCH,$17.30,0.00,93
ICCM,$1.20,0.05,127082
ICD,$3.09,0.17,59207
ICE,$108.31,1.56,2010270
ICFI,$112.68,1.70,75006
ICG,$8.30,0.06,4512
ICHR,$28.49,1.14,87956
ICL,$6.10,0.16,1168141
ICLK,$2.375,-75,19662
ICLR,$189.79,6.67,680970
ICMB,$3.355,-125,38672
ICNC,$10.54,0.01,50900
ICPT,$16.16,0.18,495139
ICR^A,$18.2497,0.00,173
ICU,$1.99,-0.02,35007
ICUCW,$0.0645,-39,16978
ICUI,$184.67,-0.46,228358
ICVX,$6.70,0.22,86024
ID,$0.4888,625,73155
IDA,$110.97,-0.56,256898
IDAI,$1.38,0.03,155730
IDBA,$6.60,0.00,96
IDCC,$80.70,7.36,975625
